year,fips,County,population,stateFIPS,State,Evictions,County_eviction_rate,State_eviction_rate,US_eviction_rate,Evictions_greater_state,Evictions_greater_US,covidCases,covidDeaths,County_covid_cases_rate,County_covid_death_rate,State_covid_cases_rate,State_covid_death_rate,US_covid_cases_rate,US_covid_death_rate,covidCases_greater_state,covidDeaths_greater_state,covidCases_greater_US,covidDeaths_greater_US
2016,5045,Faulkner County,126007,5,AR,344,0.002730007063099669,0.0010427344733320403,0.0070989431008165165,1,0,76,2,6.031410953359733e-4,1.5872134087788775e-5,7.902578011452964e-4,2.4224664396160877e-5,0.0032058764285411655,1.8379222213283012e-4,0,0,0,0
2016,5093,Mississippi County,40651,5,AR,62,0.0015251777324051068,0.0010427344733320403,0.0070989431008165165,1,0,19,0,4.673931760596295e-4,0,7.902578011452964e-4,2.4224664396160877e-5,0.0032058764285411655,1.8379222213283012e-4,0,0,0,0
2016,5041,Desha County,11361,5,AR,11,9.682246281137223e-4,0.0010427344733320403,0.0070989431008165165,0,0,16,0,0.001408326731801778,0,7.902578011452964e-4,2.4224664396160877e-5,0.0032058764285411655,1.8379222213283012e-4,1,0,0,0
2016,5015,Carroll County,28380,5,AR,19,6.694855532064835e-4,0.0010427344733320403,0.0070989431008165165,0,0,5,0,1.7618040873854828e-4,0,7.902578011452964e-4,2.4224664396160877e-5,0.0032058764285411655,1.8379222213283012e-4,0,0,0,0
2016,5069,Jefferson County,66824,5,AR,27,4.0404645037711004e-4,0.0010427344733320403,0.0070989431008165165,0,0,169,14,0.0025290314856937627,2.095055668622052e-4,7.902578011452964e-4,2.4224664396160877e-5,0.0032058764285411655,1.8379222213283012e-4,1,1,0,1
2016,5115,Pope County,64072,5,AR,47,7.335497565239106e-4,0.0010427344733320403,0.0070989431008165165,0,0,43,0,6.711199900112373e-4,0,7.902578011452964e-4,2.4224664396160877e-5,0.0032058764285411655,1.8379222213283012e-4,0,0,0,0
2016,5005,Baxter County,41932,5,AR,25,5.962033768959267e-4,0.0010427344733320403,0.0070989431008165165,0,0,5,0,1.1924067537918535e-4,0,7.902578011452964e-4,2.4224664396160877e-5,0.0032058764285411655,1.8379222213283012e-4,0,0,0,0
2016,5033,Crawford County,63257,5,AR,20,3.1617054239056546e-4,0.0010427344733320403,0.0070989431008165165,0,0,4,0,6.32341084781131e-5,0,7.902578011452964e-4,2.4224664396160877e-5,0.0032058764285411655,1.8379222213283012e-4,0,0,0,0
2016,5119,Pulaski County,391911,5,AR,1739,0.004437231922553845,0.0010427344733320403,0.0070989431008165165,1,0,518,17,0.0013217286577819965,4.337719533261378e-5,7.902578011452964e-4,2.4224664396160877e-5,0.0032058764285411655,1.8379222213283012e-4,1,1,0,0
2016,5035,Crittenden County,47955,5,AR,216,0.00450422270878949,0.0010427344733320403,0.0070989431008165165,1,0,187,5,0.003899489104368679,1.0426441455531227e-4,7.902578011452964e-4,2.4224664396160877e-5,0.0032058764285411655,1.8379222213283012e-4,1,1,1,0
2016,5081,Little River County,12259,5,AR,11,8.972999428990946e-4,0.0010427344733320403,0.0070989431008165165,0,0,0,0,0,0,7.902578011452964e-4,2.4224664396160877e-5,0.0032058764285411655,1.8379222213283012e-4,0,0,0,0
2016,5121,Randolph County,17958,5,AR,10,5.568548836173293e-4,0.0010427344733320403,0.0070989431008165165,0,0,17,0,9.466533021494598e-4,0,7.902578011452964e-4,2.4224664396160877e-5,0.0032058764285411655,1.8379222213283012e-4,1,0,0,0
2016,5057,Hempstead County,21532,5,AR,26,0.0012075051086754597,0.0010427344733320403,0.0070989431008165165,1,0,5,1,2.3221252089912687e-4,4.644250417982538e-5,7.902578011452964e-4,2.4224664396160877e-5,0.0032058764285411655,1.8379222213283012e-4,0,1,0,0
2016,5023,Cleburne County,24919,5,AR,11,4.41430233958024e-4,0.0010427344733320403,0.0070989431008165165,0,0,72,4,0.0028893615313616114,1.6052008507564508e-4,7.902578011452964e-4,2.4224664396160877e-5,0.0032058764285411655,1.8379222213283012e-4,1,1,0,0
2016,5103,Ouachita County,23382,5,AR,10,4.2767941151312976e-4,0.0010427344733320403,0.0070989431008165165,0,0,6,0,2.5660764690787786e-4,0,7.902578011452964e-4,2.4224664396160877e-5,0.0032058764285411655,1.8379222213283012e-4,0,0,0,0
2016,5111,Poinsett County,23528,5,AR,14,5.950357021421286e-4,0.0010427344733320403,0.0070989431008165165,0,0,22,1,9.35056103366202e-4,4.250255015300918e-5,7.902578011452964e-4,2.4224664396160877e-5,0.0032058764285411655,1.8379222213283012e-4,1,1,0,0
2016,5067,Jackson County,16719,5,AR,12,7.177462766911897e-4,0.0010427344733320403,0.0070989431008165165,0,0,1,0,5.981218972426581e-5,0,7.902578011452964e-4,2.4224664396160877e-5,0.0032058764285411655,1.8379222213283012e-4,0,0,0,0
2016,5131,Sebastian County,127827,5,AR,36,2.816306414137858e-4,0.0010427344733320403,0.0070989431008165165,0,0,13,0,1.0169995384386711e-4,0,7.902578011452964e-4,2.4224664396160877e-5,0.0032058764285411655,1.8379222213283012e-4,0,0,0,0
2016,5007,Benton County,279141,5,AR,265,9.493410140394997e-4,0.0010427344733320403,0.0070989431008165165,0,0,101,0,3.6182431101128103e-4,0,7.902578011452964e-4,2.4224664396160877e-5,0.0032058764285411655,1.8379222213283012e-4,0,0,0,0
2016,5091,Miller County,43257,5,AR,50,0.001155882284948101,0.0010427344733320403,0.0070989431008165165,1,0,34,1,7.859999537647086e-4,2.3117645698962017e-5,7.902578011452964e-4,2.4224664396160877e-5,0.0032058764285411655,1.8379222213283012e-4,0,0,0,0
2016,5071,Johnson County,26578,5,AR,11,4.138761381593799e-4,0.0010427344733320403,0.0070989431008165165,0,0,31,0,0.0011663782075400707,0,7.902578011452964e-4,2.4224664396160877e-5,0.0032058764285411655,1.8379222213283012e-4,1,0,0,0
2016,5029,Conway County,20846,5,AR,16,7.675333397294445e-4,0.0010427344733320403,0.0070989431008165165,0,0,13,1,6.236208385301737e-4,4.797083373309028e-5,7.902578011452964e-4,2.4224664396160877e-5,0.0032058764285411655,1.8379222213283012e-4,0,1,0,0
2016,5141,Van Buren County,16545,5,AR,12,7.252946509519493e-4,0.0010427344733320403,0.0070989431008165165,0,0,28,2,0.0016923541855545482,1.2088244182532487e-4,7.902578011452964e-4,2.4224664396160877e-5,0.0032058764285411655,1.8379222213283012e-4,1,1,0,0
2016,5143,Washington County,239187,5,AR,546,0.0022827327572150662,0.0010427344733320403,0.0070989431008165165,1,0,86,3,3.5955131340750123e-4,1.2542487677005857e-5,7.902578011452964e-4,2.4224664396160877e-5,0.0032058764285411655,1.8379222213283012e-4,0,0,0,0
2016,5059,Hot Spring County,33771,5,AR,14,4.145568683189719e-4,0.0010427344733320403,0.0070989431008165165,0,0,19,0,5.626128927186048e-4,0,7.902578011452964e-4,2.4224664396160877e-5,0.0032058764285411655,1.8379222213283012e-4,0,0,0,0
2016,5063,Independence County,37825,5,AR,24,6.34500991407799e-4,0.0010427344733320403,0.0070989431008165165,0,0,9,0,2.3793787177792467e-4,0,7.902578011452964e-4,2.4224664396160877e-5,0.0032058764285411655,1.8379222213283012e-4,0,0,0,0
2016,8051,Gunnison County,17462,8,CO,21,0.0012026113847211086,0.003914672824032183,0.0070989431008165165,0,0,164,5,0.009391822242583897,2.8633604398121634e-4,0.0021399087424886455,8.992740783541662e-5,0.0032058764285411655,1.8379222213283012e-4,1,1,1,1
2016,8047,Gilpin County,6243,8,CO,25,0.0040044850232260135,0.003914672824032183,0.0070989431008165165,1,0,1,0,1.6017940092904052e-4,0,0.0021399087424886455,8.992740783541662e-5,0.0032058764285411655,1.8379222213283012e-4,0,0,0,0
2016,8085,Montrose County,42758,8,CO,218,0.005098461106693484,0.003914672824032183,0.0070989431008165165,1,0,96,11,0.002245193881846672,2.5726179896159784e-4,0.0021399087424886455,8.992740783541662e-5,0.0032058764285411655,1.8379222213283012e-4,1,1,0,1
2016,8045,Garfield County,60061,8,CO,197,0.0032799986680208454,0.003914672824032183,0.0070989431008165165,0,0,93,2,0.0015484257671367443,3.3299478863155794e-5,0.0021399087424886455,8.992740783541662e-5,0.0032058764285411655,1.8379222213283012e-4,0,0,0,0
2016,8035,Douglas County,351154,8,CO,1168,0.00332617597976956,0.003914672824032183,0.0070989431008165165,0,0,478,22,0.001361226128707063,6.265057496141294e-5,0.0021399087424886455,8.992740783541662e-5,0.0032058764285411655,1.8379222213283012e-4,0,0,0,0
2016,8015,Chaffee County,20356,8,CO,37,0.0018176459029278836,0.003914672824032183,0.0070989431008165165,0,0,66,15,0.0032422872863037927,7.368834741599529e-4,0.0021399087424886455,8.992740783541662e-5,0.0032058764285411655,1.8379222213283012e-4,1,1,1,1
2016,8049,Grand County,15734,8,CO,53,0.003368501334689208,0.003914672824032183,0.0070989431008165165,0,0,5,0,3.1778314478200076e-4,0,0.0021399087424886455,8.992740783541662e-5,0.0032058764285411655,1.8379222213283012e-4,0,0,0,0
2016,8037,Eagle County,55127,8,CO,137,0.002485170606055109,0.003914672824032183,0.0070989431008165165,0,0,544,7,0.0098681226984962,1.2697952001741432e-4,0.0021399087424886455,8.992740783541662e-5,0.0032058764285411655,1.8379222213283012e-4,1,1,1,0
2016,8099,Prowers County,12172,8,CO,31,0.002546828787380874,0.003914672824032183,0.0070989431008165165,0,0,1,0,8.215576733486691e-5,0,0.0021399087424886455,8.992740783541662e-5,0.0032058764285411655,1.8379222213283012e-4,0,0,0,0
2016,8077,Mesa County,154210,8,CO,1034,0.006705142338369756,0.003914672824032183,0.0070989431008165165,1,0,46,0,2.982945334284417e-4,0,0.0021399087424886455,8.992740783541662e-5,0.0032058764285411655,1.8379222213283012e-4,0,0,0,0
2016,8069,Larimer County,356899,8,CO,1300,0.0036424870901851786,0.003914672824032183,0.0070989431008165165,0,0,363,19,0.0010170944721055537,5.323634977962953e-5,0.0021399087424886455,8.992740783541662e-5,0.0032058764285411655,1.8379222213283012e-4,0,0,0,0
2016,8119,Teller County,25388,8,CO,61,0.0024027099417047422,0.003914672824032183,0.0070989431008165165,0,0,28,2,0.0011028832519300457,7.877737513786041e-5,0.0021399087424886455,8.992740783541662e-5,0.0032058764285411655,1.8379222213283012e-4,0,0,0,0
2016,8059,Jefferson County,582881,8,CO,3565,0.006116171225344452,0.003914672824032183,0.0070989431008165165,1,0,1338,73,0.0022954942775626585,1.252399717952721e-4,0.0021399087424886455,8.992740783541662e-5,0.0032058764285411655,1.8379222213283012e-4,1,1,0,0
2016,8039,Elbert County,26729,8,CO,28,0.0010475513487223614,0.003914672824032183,0.0070989431008165165,0,0,29,1,0.0010849638968910172,3.7412548168655765e-5,0.0021399087424886455,8.992740783541662e-5,0.0032058764285411655,1.8379222213283012e-4,0,0,0,0
2016,8083,Montezuma County,26183,8,CO,52,0.0019860214643089027,0.003914672824032183,0.0070989431008165165,0,0,16,2,6.110835274796624e-4,7.63854409349578e-5,0.0021399087424886455,8.992740783541662e-5,0.0032058764285411655,1.8379222213283012e-4,0,0,0,0
2016,8109,Saguache County,6824,8,CO,16,0.0023446658851113715,0.003914672824032183,0.0070989431008165165,0,0,3,0,4.396248534583822e-4,0,0.0021399087424886455,8.992740783541662e-5,0.0032058764285411655,1.8379222213283012e-4,0,0,0,0
2016,8107,Routt County,25638,8,CO,30,0.0011701380762930026,0.003914672824032183,0.0070989431008165165,0,0,55,4,0.0021452531398705047,1.5601841017240034e-4,0.0021399087424886455,8.992740783541662e-5,0.0032058764285411655,1.8379222213283012e-4,1,1,0,0
2016,8041,El Paso County,720403,8,CO,7562,0.010496902428224202,0.003914672824032183,0.0070989431008165165,1,1,934,70,0.0012964965442953458,9.716783522556125e-5,0.0021399087424886455,8.992740783541662e-5,0.0032058764285411655,1.8379222213283012e-4,0,1,0,0
2016,8019,Clear Creek County,9700,8,CO,45,0.004639175257731959,0.003914672824032183,0.0070989431008165165,1,0,13,1,0.0013402061855670104,1.0309278350515464e-4,0.0021399087424886455,8.992740783541662e-5,0.0032058764285411655,1.8379222213283012e-4,0,1,0,0
2016,8029,Delta County,31162,8,CO,108,0.003465759578974392,0.003914672824032183,0.0070989431008165165,0,0,44,1,0.0014119761247673448,3.209036647198511e-5,0.0021399087424886455,8.992740783541662e-5,0.0032058764285411655,1.8379222213283012e-4,0,0,0,0
2016,8105,Rio Grande County,11267,8,CO,45,0.003993964675601314,0.003914672824032183,0.0070989431008165165,1,0,7,0,6.212833939824266e-4,0,0.0021399087424886455,8.992740783541662e-5,0.0032058764285411655,1.8379222213283012e-4,0,0,0,0
2016,8067,La Plata County,56221,8,CO,139,0.0024723857633268706,0.003914672824032183,0.0070989431008165165,0,0,62,0,0.00110279077213141,0,0.0021399087424886455,8.992740783541662e-5,0.0032058764285411655,1.8379222213283012e-4,0,0,0,0
2016,8093,Park County,18845,8,CO,42,0.0022287078800742903,0.003914672824032183,0.0070989431008165165,0,0,11,0,5.837092066861237e-4,0,0.0021399087424886455,8.992740783541662e-5,0.0032058764285411655,1.8379222213283012e-4,0,0,0,0
2016,8027,Custer County,5068,8,CO,17,0.0033543804262036307,0.003914672824032183,0.0070989431008165165,0,0,2,0,3.946329913180742e-4,0,0.0021399087424886455,8.992740783541662e-5,0.0032058764285411655,1.8379222213283012e-4,0,0,0,0
2016,8087,Morgan County,29068,8,CO,108,0.003715425897894592,0.003914672824032183,0.0070989431008165165,0,0,372,16,0.012797578092748039,5.504334663547544e-4,0.0021399087424886455,8.992740783541662e-5,0.0032058764285411655,1.8379222213283012e-4,1,1,1,1
2016,8073,Lincoln County,5701,8,CO,10,0.0017540782318891423,0.003914672824032183,0.0070989431008165165,0,0,3,0,5.262234695667427e-4,0,0.0021399087424886455,8.992740783541662e-5,0.0032058764285411655,1.8379222213283012e-4,0,0,0,0
2016,8071,Las Animas County,14506,8,CO,46,0.003171101613125603,0.003914672824032183,0.0070989431008165165,0,0,3,0,2.0681097476906108e-4,0,0.0021399087424886455,8.992740783541662e-5,0.0032058764285411655,1.8379222213283012e-4,0,0,0,0
2016,8081,Moffat County,13283,8,CO,56,0.0042159150794248285,0.003914672824032183,0.0070989431008165165,1,0,6,0,4.5170518708123164e-4,0,0.0021399087424886455,8.992740783541662e-5,0.0032058764285411655,1.8379222213283012e-4,0,0,0,0
2016,8013,Boulder County,326196,8,CO,1059,0.0032465143655961448,0.003914672824032183,0.0070989431008165165,0,0,580,40,0.0017780720793633277,1.2262566064574673e-4,0.0021399087424886455,8.992740783541662e-5,0.0032058764285411655,1.8379222213283012e-4,0,1,0,0
2016,8117,Summit County,31011,8,CO,83,0.0026764696398052304,0.003914672824032183,0.0070989431008165165,0,0,128,1,0.004127567637289994,3.2246622166328076e-5,0.0021399087424886455,8.992740783541662e-5,0.0032058764285411655,1.8379222213283012e-4,1,0,1,0
2016,8001,Adams County,517421,8,CO,6323,0.01222022299056281,0.003914672824032183,0.0070989431008165165,1,1,1585,63,0.0030632695619234626,1.2175771760326698e-4,0.0021399087424886455,8.992740783541662e-5,0.0032058764285411655,1.8379222213283012e-4,1,1,0,0
2016,8031,Denver County,727211,8,CO,61,8.388211949489212e-5,0.003914672824032183,0.0070989431008165165,0,0,3001,154,0.004126725255806087,2.1176797380677685e-4,0.0021399087424886455,8.992740783541662e-5,0.0032058764285411655,1.8379222213283012e-4,1,1,1,1
2016,8021,Conejos County,8205,8,CO,11,0.001340645947592931,0.003914672824032183,0.0070989431008165165,0,0,0,0,0,0,0.0021399087424886455,8.992740783541662e-5,0.0032058764285411655,1.8379222213283012e-4,0,0,0,0
2016,8003,Alamosa County,16233,8,CO,84,0.00517464424320828,0.003914672824032183,0.0070989431008165165,1,0,10,2,6.160290765724142e-4,1.2320581531448285e-4,0.0021399087424886455,8.992740783541662e-5,0.0032058764285411655,1.8379222213283012e-4,0,1,0,0
2016,8007,Archuleta County,14029,8,CO,32,0.0022809893791432036,0.003914672824032183,0.0070989431008165165,0,0,8,0,5.702473447858009e-4,0,0.0021399087424886455,8.992740783541662e-5,0.0032058764285411655,1.8379222213283012e-4,0,0,0,0
2016,8014,Broomfield County and City,70465,8,CO,540,0.007663378982473569,0.003914672824032183,0.0070989431008165165,1,1,150,9,0.002128716384020436,1.2772298304122615e-4,0.0021399087424886455,8.992740783541662e-5,0.0032058764285411655,1.8379222213283012e-4,0,1,0,0
2016,8065,Lake County,8127,8,CO,64,0.007874984619170666,0.003914672824032183,0.0070989431008165165,1,1,18,0,0.0022148394241417496,0,0.0021399087424886455,8.992740783541662e-5,0.0032058764285411655,1.8379222213283012e-4,1,0,0,0
2016,8043,Fremont County,47839,8,CO,208,0.004347916971508602,0.003914672824032183,0.0070989431008165165,1,0,22,0,4.598758335249483e-4,0,0.0021399087424886455,8.992740783541662e-5,0.0032058764285411655,1.8379222213283012e-4,0,0,0,0
2016,8075,Logan County,22409,8,CO,119,0.005310366370654648,0.003914672824032183,0.0070989431008165165,1,0,282,1,0.01258422955062698,4.462492748449284e-5,0.0021399087424886455,8.992740783541662e-5,0.0032058764285411655,1.8379222213283012e-4,1,0,1,0
2016,8123,Weld County,324492,8,CO,1604,0.004943111078239217,0.003914672824032183,0.0070989431008165165,1,0,1776,95,0.005473170370918236,2.9276530700294613e-4,0.0021399087424886455,8.992740783541662e-5,0.0032058764285411655,1.8379222213283012e-4,1,1,1,1
2016,8113,San Miguel County,8179,8,CO,17,0.002078493703386722,0.003914672824032183,0.0070989431008165165,0,0,19,0,0.0023230223743733952,0,0.0021399087424886455,8.992740783541662e-5,0.0032058764285411655,1.8379222213283012e-4,1,0,0,0
2016,8025,Crowley County,6061,8,CO,14,0.0023098498597591156,0.003914672824032183,0.0070989431008165165,0,0,2,1,3.2997855139415937e-4,1.6498927569707968e-4,0.0021399087424886455,8.992740783541662e-5,0.0032058764285411655,1.8379222213283012e-4,0,1,0,0
2016,8005,Arapahoe County,656590,8,CO,9371,0.014272224675977399,0.003914672824032183,0.0070989431008165165,1,1,2472,141,0.003764906562695137,2.1474588403722262e-4,0.0021399087424886455,8.992740783541662e-5,0.0032058764285411655,1.8379222213283012e-4,1,1,1,1
2016,8103,Rio Blanco County,6324,8,CO,10,0.0015812776723592662,0.003914672824032183,0.0070989431008165165,0,0,1,0,1.5812776723592663e-4,0,0.0021399087424886455,8.992740783541662e-5,0.0032058764285411655,1.8379222213283012e-4,0,0,0,0
2016,8097,Pitkin County,17767,8,CO,37,0.0020825125232172004,0.003914672824032183,0.0070989431008165165,0,0,51,2,0.0028704902347047897,1.1256824449822705e-4,0.0021399087424886455,8.992740783541662e-5,0.0032058764285411655,1.8379222213283012e-4,1,1,0,0
2016,8055,Huerfano County,6897,8,CO,30,0.004349717268377556,0.003914672824032183,0.0070989431008165165,1,0,2,0,2.899811512251704e-4,0,0.0021399087424886455,8.992740783541662e-5,0.0032058764285411655,1.8379222213283012e-4,0,0,0,0
2016,8011,Bent County,5577,8,CO,10,0.0017930787161556392,0.003914672824032183,0.0070989431008165165,0,0,0,0,0,0,0.0021399087424886455,8.992740783541662e-5,0.0032058764285411655,1.8379222213283012e-4,0,0,0,0
2016,8089,Otero County,18278,8,CO,93,0.005088084035452457,0.003914672824032183,0.0070989431008165165,1,0,10,1,5.47105810263705e-4,5.47105810263705e-5,0.0021399087424886455,8.992740783541662e-5,0.0032058764285411655,1.8379222213283012e-4,0,0,0,0
2016,8101,Pueblo County,168424,8,CO,1291,0.007665178359378711,0.003914672824032183,0.0070989431008165165,1,1,139,10,8.252980572839976e-4,5.9373960955683275e-5,0.0021399087424886455,8.992740783541662e-5,0.0032058764285411655,1.8379222213283012e-4,0,0,0,0
2016,8125,Yuma County,10019,8,CO,13,0.0012975346841002096,0.003914672824032183,0.0070989431008165165,0,0,8,0,7.984828825232059e-4,0,0.0021399087424886455,8.992740783541662e-5,0.0032058764285411655,1.8379222213283012e-4,0,0,0,0
2016,10001,Kent County,180786,10,DE,3612,0.019979423185423652,0.017862603518774223,0.0070989431008165165,1,1,759,26,0.004198333941787528,1.4381644596373613e-4,0.005587553783383323,1.7104705433915483e-4,0.0032058764285411655,1.8379222213283012e-4,0,0,1,0
2016,10005,Sussex County,234225,10,DE,3016,0.012876507631550859,0.017862603518774223,0.0070989431008165165,0,1,2216,58,0.009460988365887501,2.4762514676059344e-4,0.005587553783383323,1.7104705433915483e-4,0.0032058764285411655,1.8379222213283012e-4,1,1,1,1
2016,10003,New Castle County,558753,10,DE,11584,0.020731879739348157,0.017862603518774223,0.0070989431008165165,1,1,1734,68,0.00310333904247494,1.2169957029313489e-4,0.005587553783383323,1.7104705433915483e-4,0.0032058764285411655,1.8379222213283012e-4,0,0,0,0
2016,11001,Washington,705749,11,DC,33356,0.04726326215127474,0.04726326215127474,0.0070989431008165165,0,1,4323,224,0.006125407191508596,3.1739329421649905e-4,0.006125407191508596,3.1739329421649905e-4,0.0032058764285411655,1.8379222213283012e-4,0,0,1,1
2016,13085,Dawson County,26108,13,GA,154,0.005898575149379501,0.014160480807272856,0.0070989431008165165,0,0,61,1,0.002336448598130841,3.830243603493182e-5,0.0029947068538167094,1.8220084120442554e-4,0.0032058764285411655,1.8379222213283012e-4,0,0,0,0
2016,13243,Randolph County,6778,13,GA,44,0.006491590439657716,0.014160480807272856,0.0070989431008165165,0,0,159,19,0.02345824727058129,0.0028031867807612864,0.0029947068538167094,1.8220084120442554e-4,0.0032058764285411655,1.8379222213283012e-4,1,1,1,1
2016,13295,Walker County,69761,13,GA,983,0.014090967732687318,0.014160480807272856,0.0070989431008165165,0,1,51,0,7.31067501899342e-4,0,0.0029947068538167094,1.8220084120442554e-4,0.0032058764285411655,1.8379222213283012e-4,0,0,0,0
2016,13175,Laurens County,47546,13,GA,918,0.019307617885836875,0.014160480807272856,0.0070989431008165165,1,1,60,1,0.0012619358095318218,2.103226349219703e-5,0.0029947068538167094,1.8220084120442554e-4,0.0032058764285411655,1.8379222213283012e-4,0,0,0,0
2016,13247,Rockdale County,90896,13,GA,2750,0.030254356627354338,0.014160480807272856,0.0070989431008165165,1,1,186,6,0.002046294666431966,6.60095053687731e-5,0.0029947068538167094,1.8220084120442554e-4,0.0032058764285411655,1.8379222213283012e-4,0,0,0,0
